id,mS1,mS2,mR,xsec_TChannel (fb),xsec_GluonSplit (fb)
1334,5814.948,7975.996999999999,7969.401,6.741835302e-07,2.2621870715811348e-08
1337,2622.361,6971.911999999999,6960.314,5.319349931e-06,1.2789336920973267e-07
1338,2100.935,6975.819,6999.055,6.57526435e-07,7.842589349224698e-07
1339,2752.847,8973.530999999999,8969.83,6.301264701e-06,1.048224479178041e-07
1340,4096.992,8205.778,8201.554,3.232038402e-07,1.2102971216540997e-08
1341,4645.713,7933.816,7954.085,3.99150724763e-05,5.360822308299821e-07
1342,3380.62,8840.368,8835.733,2.637097731e-07,7.917429568176107e-08
1343,4627.604,5671.353,5659.445,6.585570540000001e-07,2.4723246946599103e-07
1344,5495.033,8879.892,8865.848,5.4344677895e-07,3.1062704489919995e-08
1345,3273.327,7560.044,7577.347,1.4432329908e-06,7.700606116768104e-08
1347,4120.314,8215.572,8220.005,9.23267994e-08,4.229773530381522e-08
1348,5317.74,8030.133000000001,8036.826999999999,1.1147618512339998e-05,1.2992555128569538e-07
1349,4395.035,9129.828000000001,9142.087,4.71255436e-07,1.4609041049202478e-08
1350,5122.238,10551.74,10543.83,5.070042575782399e-07,4.418593411729748e-08
1351,5257.385,6693.653,6710.234,1.7487190802550004e-06,2.2013764534216046e-07
1352,3419.695,3198.4809999999998,3410.2709999999997,7.354108990001236e-08,1.6445579815441304e-06
1353,4882.255,8590.940999999999,8586.271999999999,1.7841298167e-07,2.512643164831425e-08
1354,4501.465,10802.84,10805.8,4.76910262e-08,9.286015009185216e-09
1355,3676.615,8327.362,8313.732,9.4305796634e-07,2.3810177922208703e-08
1356,4007.281,7025.965,7014.965999999999,3.02497045307e-06,9.543357580537657e-08
1357,2480.806,7785.805,7771.289000000001,5.735045500000001e-07,4.5900751107811815e-08
1358,5479.35,9864.603000000001,9854.737,9.7548719975e-07,2.500434861230728e-08
1359,3114.572,4589.043,4579.948,6.060769000000001e-07,5.107856055740029e-07
1360,4466.702,8314.982,8323.818000000001,1.3564762447989999e-06,8.277605787243662e-08
1361,3694.423,4062.645,4090.219,1.821094857000027e-06,7.789753302578468e-07
1362,2809.8179999999998,5614.799,5632.821,9.8875601995e-06,1.8725693754854868e-07
1363,5440.029,8598.296,8591.931,1.16661650448e-06,3.2214062111680976e-08
1364,3991.816,7934.073,7943.531,5.997857775720001e-06,1.3993986928389307e-07
1365,3675.038,7508.285,7498.129,2.2463858422e-06,7.861713210460262e-08
1366,8241.911,8232.856,8261.519,1.819203206208185e-08,1.1520158550130878e-07
1367,5128.89,8140.621,8157.769,7.423629055409999e-06,2.9938889775490753e-07
1368,2883.441,3147.6259999999997,3125.252,7.149223682300951e-06,1.924520150739009e-06
1369,5725.132,6263.515,6287.185,5.4019740840000006e-06,1.2994363066970612e-07
1370,6110.539000000001,8779.578000000001,8783.636999999999,7.933598465520001e-08,1.3776058532647845e-08
1371,3031.752,9786.312,9779.943000000001,2.615998448e-07,3.0230457700697964e-08
1372,5113.247,4916.741,5120.835999999999,3.295390004450004e-06,1.0112191196522731e-06
1373,2506.1639999999998,5869.113,5839.2919999999995,8.225354200000001e-07,1.4085766956113206e-07
1374,3613.6040000000003,4766.002,4753.8240000000005,5.479719027000003e-07,3.348492840594751e-07
1375,4607.737,4774.455,4762.599,5.383815439910498e-06,4.0778212031070754e-07
1377,3870.0170000000003,7587.102,7576.438,5.090951829999999e-07,9.583416399273199e-08
1379,4448.31,5276.701,5291.539000000001,6.6346465053e-07,7.776068438765135e-07
1380,5018.512,8198.82,8185.821,8.333569415699999e-07,4.744173313248738e-08
1381,4807.163,5942.2390000000005,5926.555,2.29219348624e-06,3.452653388408253e-07
1382,4088.833,5188.0,5151.728,6.9989044588e-06,2.5559396850427505e-07
1383,4595.773,7603.232,7608.066,1.2236872325e-07,1.6378465590431108e-08
1384,5478.419,7170.731,7158.058000000001,6.882549608e-08,5.939282940526942e-08
1386,5551.451999999999,7489.5740000000005,7482.464,1.093017344314e-05,1.874802398945556e-07
1387,4029.495,7038.121,7048.411999999999,1.9100865724400003e-06,8.066368215898754e-08
1388,2672.492,9125.02,9128.756,2.1388101449e-06,5.5226695878450916e-08
1389,4421.852,9155.927,9144.241,1.2081510022e-06,1.6740617049981043e-08
1390,3810.373,8329.325,8347.618,1.2429647018e-06,4.40818001704245e-08
1391,5453.588000000001,9606.027,9602.59,2.68309252235116e-06,8.225739019360618e-08
1392,4075.046,5826.161999999999,5833.1269999999995,4.2192092370000033e-07,8.18660452827299e-08
1393,5323.501,7424.357,7415.82,1.0432728262990002e-05,2.959648290940435e-07
1394,6853.111999999999,6571.358,6870.634,1.4603880479090025e-06,9.513258108616416e-08
1396,3224.765,8190.238,8195.948,1.0590791277e-06,3.2634495914286895e-08
1397,3841.863,8010.6990000000005,7998.988,9.566981906e-07,3.8077752473067556e-08
1398,3396.236,4526.6759999999995,4513.420999999999,2.613174003e-07,7.069784727154811e-07
1399,3655.6059999999998,6026.394,6033.154,1.3108523340999998e-06,1.340061852735945e-07
1400,3245.276,6410.767,6390.169,9.91995243801e-06,7.036724431643012e-07
1401,5270.493,7698.0509999999995,7707.523,1.7275613014e-06,1.700682753555281e-07
1402,5007.163,5223.04,5212.448,1.89806362000029e-08,1.6727574896347e-07
1403,2363.842,6170.4490000000005,6178.772,4.360462581999999e-06,2.6916402204117897e-07
1404,3755.528,5597.053000000001,5626.092,8.610601496e-07,3.0204085157417853e-07
1405,3044.982,3391.585,3427.3979999999997,8.207531020000143e-08,1.0768973378044098e-06
1406,4119.49,7451.193,7437.637,6.66188422637e-06,1.256594062030848e-07
1407,5727.268,7377.187,7396.653,2.8981911038123204e-07,1.5458209321012853e-08
1409,5064.005999999999,8266.629,8260.905999999999,1.3934156956999998e-06,5.581388852535976e-08
1411,4011.5040000000004,6092.72,6104.734,1.4796791928e-07,2.2269484982856888e-07
1412,5455.22,6367.073,6371.848000000001,1.2282907469500002e-06,2.0039665452548368e-07
1413,4756.316,7307.934,7313.734,6.984950721367e-07,5.703457721953669e-08
1414,2593.399,6323.443,6330.2,5.40483775e-07,1.4155957405459402e-07
1416,4356.742,12041.84,12047.12,8.459053261500002e-07,1.4144954755496054e-08
1417,5366.589,6527.265,6533.656999999999,1.5818128291999996e-06,1.0473661113134373e-07
1419,4536.347,7984.358,7972.963000000001,1.34041261945e-06,3.091016382221964e-08
1420,3180.446,4877.592000000001,4901.74,3.960483618e-06,1.5861541081034554e-07
1421,4787.02,5754.2919999999995,5737.488,6.782959948e-08,2.1728285038663238e-07
1422,4475.679,5943.882,5960.999,3.872130894e-07,1.6743682133651338e-07
1423,5024.985,8528.947,8542.049,3.014434656900001e-07,1.5381595283485402e-08
1424,3963.3190000000004,6373.018,6393.954000000001,9.7863290745e-07,1.181576719568727e-07
1425,3349.91,6308.231,6332.121,2.253138391e-06,3.3780685662980755e-07
1426,3552.7870000000003,6032.344,6054.505999999999,3.4632916635e-06,1.178000413989019e-06
1427,4885.960999999999,8519.296,8510.238000000001,8.290242445e-07,5.186583106504833e-07
1428,3735.406,5480.041,5485.581999999999,9.24340199887e-06,3.243211335654158e-07
1431,4201.531,9033.653,9048.274,5.615884487e-07,7.443310708720747e-09
1432,4271.015,4910.097,4885.933,2.1707115595800006e-05,8.674485596118202e-07
1433,3652.87,6747.632,6721.852,1.7157685388e-06,1.4015629825624025e-07
1434,5268.35,6606.204000000001,6596.368,1.6024114347639999e-06,5.5661374552443304e-08
1436,4692.398,7936.404,7924.596,4.3944460885e-07,1.0703590818566692e-08
1437,3046.986,10350.25,10354.54,4.858593279e-07,1.0198573135998867e-07
1438,5873.774,7834.017,7817.427,2.0605686400155e-07,6.035602343047321e-08
1439,3183.757,9234.473,9231.161,7.822478280000001e-09,1.0444545399601492e-07
1440,2814.657,8893.698,8900.937,1.4209596205020001e-05,5.879279438439188e-07
1442,4965.839,5879.094,5900.14,3.958355966300078e-06,5.666650053147545e-07
1443,7255.984,7156.681,7245.33,9.092622535707592e-07,5.38235437170194e-08
1444,4453.061,4798.404,4827.1720000000005,2.224411064800047e-07,4.378811612733168e-08
1446,6357.784000000001,7101.972,7119.717,5.25009312086e-06,9.868759922569351e-08
1447,5398.414000000001,5325.235,5417.05,9.209571205075948e-08,4.658991914485709e-08
1449,3694.014,8066.615,8080.8009999999995,4.34489456e-08,2.0419543334221582e-08
1451,3035.719,7926.786999999999,7936.571,6.625001607600001e-07,4.004012327388424e-07
1452,3780.718,9325.722,9332.151,2.81962067156e-06,3.4700984125894675e-08
1453,4833.53,4830.999,4825.273,3.47485266993703e-06,6.285051730905086e-07
1454,3337.757,5332.306,5326.605,5.339499712400001e-07,4.6027786867520113e-07
1455,3187.844,7983.618,7973.189,1.2539839115e-06,5.047276906955335e-08
1456,4492.472,8043.689,8026.1230000000005,2.8772511183980002e-08,1.6759060141292197e-08
1457,4669.152,4882.326,4875.372,1.9772423751377233e-06,3.976341226468143e-07
1458,5882.425,5985.768,5956.411,8.549534855671581e-07,5.0038657753040774e-08
1459,2991.5640000000003,7437.42,7443.634,6.1809710492e-07,1.505827973973661e-07
1460,5069.544,7810.73,7804.853,1.5922072698799999e-06,3.928202746320746e-08
1461,5244.215,6706.607,6732.717,1.076637748983e-05,7.660992391377366e-07
1462,4920.504,8628.52,8607.633,1.039625511e-08,5.129424190577624e-08
1463,4302.754,6702.936,6685.236,6.790497069999998e-09,3.254596546645726e-08
1466,5196.027,5414.443,5408.115,1.7933605750000197e-07,1.1026792306541102e-07
1467,4408.543,6210.078,6215.031999999999,1.402865388e-07,2.766541600906105e-07
1468,4737.44,9654.614,9647.054,3.5120844626999996e-07,1.3567917845388449e-08
1469,4516.568,4762.831,4745.532999999999,3.8400626200017756e-07,2.147317524109572e-07
1470,2152.26,5022.605,5034.572,2.5832891899999995e-07,1.1746870948887698e-07
1471,5693.892,6028.7,6003.93,4.6837477287008e-08,1.2226744719467183e-07
1472,6536.397,7369.69,7376.598000000001,1.7902952019400002e-06,8.772799097386997e-08
1473,4928.914000000001,5951.773,5937.868,4.88790788505e-06,1.8352650131404434e-07
1474,5442.043000000001,7447.27,7439.553000000001,8.428600306700002e-07,4.66599118791376e-08
1475,4862.102,9562.476,9553.005,6.202304862000001e-08,3.2083875081806066e-08
1476,2577.7070000000003,5636.05,5644.047,1.11407593398e-05,4.842553365736636e-07
1478,5372.491999999999,13539.92,13536.6,7.64751781839e-08,4.957717122214587e-09
1479,5361.799,5061.18,5334.19,1.7104084770003793e-07,3.126051693223477e-07
1480,4936.3240000000005,10915.62,10904.94,1.1792671840000002e-07,2.5686354918980957e-09
1481,2497.866,6085.825,6063.715999999999,4.335021700000001e-08,8.778854154959702e-08
1482,3435.2529999999997,7598.48,7579.382,2.7554373537e-06,1.2295758669455734e-07
1484,3874.578,9753.707,9771.985999999999,1.6921640699999997e-08,1.558591693974417e-07
1486,6740.045999999999,8616.82,8605.632,6.592992297459731e-06,1.8217604523711386e-07
1487,5973.795999999999,8693.757,8688.957,1.050798854443e-06,2.1943531822430922e-08
1488,2800.975,7945.482,7962.234,3.199482368e-07,1.3900847793773478e-07
1489,4393.145,15175.19,15164.64,1.117601752743e-07,1.2910349722099022e-08
1492,5798.255999999999,11577.75,11586.38,3.8235811241451e-07,1.2012256547454588e-08
1493,5648.313,6545.746999999999,6529.9490000000005,1.3165765323e-07,6.794770243803254e-08
1494,3714.994,9422.862,9416.211,1.451015803e-07,2.9548476598181795e-08
1495,5594.859,5632.996,5625.74,1.6630218722090982e-08,6.389149813865502e-08
1496,4835.518,9628.699,9623.921999999999,5.27384755935e-06,1.3723224141305521e-07
1497,5886.709,6826.203,6833.661999999999,4.6247693527000027e-07,1.673501262010168e-08
1498,4366.579000000001,5543.843000000001,5509.571999999999,1.67042633626e-06,9.245687103260164e-08
1500,7156.376,8877.663,8883.732,4.49345795736e-07,3.735243509271879e-08
1501,9057.087,9955.72,9974.158000000001,7.204383957662005e-08,3.2789888149142685e-08
1502,4290.138,7541.07,7532.297,1.180064693222e-05,1.3901583425984232e-07
1503,3942.7140000000004,7545.236999999999,7555.227,1.0086103888899997e-05,3.016070415168834e-07
1504,4639.619000000001,4477.495,4619.102,9.306194180002e-08,7.751056620493384e-07
1505,6342.16,7667.258000000001,7675.299,1.7328037907603998e-05,2.7080697193250106e-07
1506,2888.756,7877.0869999999995,7865.501,6.095661558000001e-06,1.1285010759612568e-07
1507,5087.212,9026.584,9030.286,1.87624752560796e-06,6.699464585903246e-08
1508,5613.379,5464.095,5579.3730000000005,1.313462541620532e-06,5.570160814395722e-07
1509,3069.9770000000003,5729.504,5736.648,1.36297235e-07,4.7164602752327224e-07
1510,5085.837,9443.24,9435.029,2.5169563587151003e-07,1.1777641434263284e-07
1511,4581.895,7050.043000000001,7045.076999999999,1.68421542893e-06,4.223354491725283e-08
1512,3993.381,14378.7,14372.76,4.4361412113795e-06,6.502334224188026e-08
1513,3601.835,5675.088000000001,5698.182,4.0065265415e-06,8.274218908801675e-07
1514,3733.86,7067.416,7072.075,2.8302273650000003e-07,1.5773150991875913e-07
1515,2868.117,6578.3,6586.93,2.646365327e-08,6.126770025851722e-08
1516,4453.45,4769.86,4802.912,2.873263266800245e-06,5.356026287103015e-07
1518,3495.449,5809.508000000001,5833.646,1.9772860440000003e-06,2.8430333501584004e-07
1519,4712.959,5647.193,5634.18,3.1318079815e-07,3.713481147307664e-07
1520,5125.442,7407.715999999999,7414.273,3.3882299500000006e-08,1.1908732149174891e-08
1521,5476.255,5915.795999999999,5887.630999999999,1.023957918320028e-06,4.4548663304041926e-08
1522,4131.334,5999.46,6030.198,3.3315715899999996e-06,6.135423802053524e-07
1524,4760.127,7781.501,7787.227,1.58161108e-08,6.456631114731224e-08
1525,4238.303,7853.348000000001,7859.576999999999,2.936933963e-08,5.974851516002445e-09
1526,5482.319,5152.143,5472.784000000001,3.9396060777900194e-06,2.666708773234388e-07
1527,2912.0959999999995,4296.659000000001,4304.0509999999995,3.5244732169999996e-06,4.0977209578352985e-07
1528,5994.639,7245.564,7264.081999999999,6.538675818000003e-08,4.216885983723634e-08
1529,3929.4840000000004,8579.761,8592.103000000001,9.75690759875e-08,3.5215236947964636e-08
1530,2539.52,4591.786,4615.584,1.346375413e-06,4.27710650900553e-07
1531,4140.083,8013.555,8018.331999999999,1.70788453282e-07,2.737553514475643e-08
1532,5427.1759999999995,10615.37,10630.59,3.8960475504221e-07,2.1871860359415145e-08
1533,5520.0869999999995,8184.547,8178.106,5.343477283e-08,7.113765931474268e-08
1534,3179.883,5574.868,5583.9169999999995,1.657633975e-07,2.3338604311178998e-08
1535,4431.72,8148.975,8162.331999999999,2.04971391457e-06,1.4694036477310956e-07
1536,3664.32,8246.545,8229.959,1.9555492915e-06,5.2148144626691525e-08
1537,4292.17,5720.734,5688.223000000001,2.810102276e-07,1.2627064196420116e-07
1538,6537.005,9359.485999999999,9364.5,1.7799275029554998e-07,2.2994554998211714e-08
1539,5316.278,7297.803000000001,7304.397,3.814155408e-07,3.183319724190498e-08
1540,6328.27,10017.32,10020.44,2.1215571602325e-06,7.390907593170277e-08
1541,6104.42,8625.277,8629.545,2.7301869805e-06,1.1782062058034935e-07
1542,3717.3340000000003,6239.991,6233.4890000000005,7.318768700000002e-09,6.906867755365997e-07
1543,3151.123,6777.736999999999,6755.83,1.1313404806999998e-06,8.580907388065532e-08
1544,3325.5440000000003,5086.218,5098.448,1.29587551514e-05,4.982995654357428e-07
1548,6673.45,11651.06,11634.93,7.422519743870002e-07,2.3621995549957608e-08
1549,3254.49,8688.708,8706.97,1.59922633215e-05,2.7412904476433337e-07
1551,5158.295,4796.772,5146.542,5.446110580200037e-07,1.4615128094681772e-07
1552,5994.204000000001,7780.201,7796.169,1.086059722e-07,1.1436561282077866e-07
1553,3690.2329999999997,9051.360999999999,9039.569,2.22702014465e-06,4.990823542880255e-08
1554,4565.823,8004.361,8023.477,5.184833259700001e-07,1.8847035834176004e-08
1556,4271.535,4904.946,4895.266,6.569872146699998e-06,1.0561500586129901e-07
1557,4797.835,8292.056999999999,8298.648000000001,2.803970029e-07,1.200284902765405e-08
1558,5839.363,9332.827,9328.609,1.17027696798e-06,2.818310850949564e-08
1559,6061.911999999999,8114.581,8133.460999999999,4.162557411684e-08,5.4479446954304e-08
1560,4664.715999999999,5626.036999999999,5647.107,2.463845837000003e-07,1.3649134742518596e-07
1561,6302.094,6001.437,6325.816999999999,1.075274162152e-05,3.082479859911077e-07
1562,3982.8579999999997,7981.724,7996.72,2.1036066005029997e-05,2.8902802838592603e-07
1564,3652.87,7192.253000000001,7171.973000000001,1.9973828622e-06,3.8360816425629506e-07
1565,3562.288,5741.305,5720.444,1.5788102169e-07,3.689891087882809e-07
1567,4832.681,8889.899,8886.388,1.25736876558089e-06,2.4546378569395312e-08
1568,5903.548000000001,15306.5,15309.09,3.2664353679940003e-07,1.2002815286005041e-08
1569,3155.5570000000002,5412.036999999999,5391.85,0.0001823904303387,5.45729638744162e-06
1570,4977.02,6136.635,6148.584,6.915698720400021e-07,8.011308496717004e-08
1571,2615.1820000000002,6732.356,6727.31,5.670317163e-07,4.386862744124622e-08
1572,4497.6759999999995,8927.589,8924.189,2.1020281189e-08,3.743186323970045e-08
1573,4424.396,5582.731,5592.89,1.3713642800000006e-08,1.6011033244802639e-07
1574,4993.649,10591.68,10588.4,5.4844285506e-07,1.77033561642591e-08
1575,5023.872,6802.251,6816.0419999999995,1.8141425157999998e-07,3.5578732925731325e-08
1576,3371.434,4730.331,4695.712,4.4106574884e-06,3.4779930561992377e-07
1578,4350.528,5211.5470000000005,5178.463,2.895933798343e-05,5.299353591459325e-07
1579,4172.036,7083.858,7093.468000000001,1.32528553339e-06,9.67466689942515e-08
1580,5207.298,6802.321,6796.965,5.641171755552001e-07,1.3457464293709573e-07
1581,5914.615,9364.591999999999,9380.248,3.6469541669400003e-06,8.20101612030859e-08
1582,4721.662,5260.245,5272.34,7.164977132060001e-06,3.1119065364191625e-07
1583,4511.306,7709.79,7699.6230000000005,3.14388406e-08,3.947276184820584e-08
1585,4542.041,5942.88,5928.691999999999,3.5313633325e-06,1.3886613038521906e-07
1586,5453.058000000001,7344.578,7351.898,5.8814094052e-07,1.0537262647278631e-07
1588,4844.281,4888.84,4921.563,1.2016809022065143e-06,1.3152308002643392e-07
1589,6960.710999999999,7543.738,7520.696,2.4386569097537e-05,3.491634708462724e-07
1590,3837.41,6126.319,6136.460999999999,2.85524975e-08,1.6349271305098454e-07
1591,6221.681,8282.074,8269.453000000001,4.6081642138e-07,2.6877780625504172e-08
1592,6570.651999999999,9570.84,9565.161,5.316508178000001e-07,5.4403294054924656e-08
1593,3734.9159999999997,3840.2090000000003,3857.87,2.4020171173012453e-06,3.101828919932077e-07
1594,5322.1359999999995,9293.961,9300.987,6.5081809413e-07,9.18927422507974e-09
1595,4499.88,5153.951,5167.253,1.5794598458000004e-06,5.1835847672926704e-08
1596,4613.044,10325.84,10319.91,6.372365709997001e-07,2.5084789936988033e-08
1597,3783.7870000000003,4689.273,4656.937,2.0319338508e-06,1.1387959858061571e-07
1598,3813.691,9642.104,9646.143,2.1711371866000003e-07,1.56694481480078e-08
1599,9270.940999999999,10698.82,10688.79,8.273067646484701e-08,5.004244550238921e-08
1600,5816.257,6917.066999999999,6926.557,5.800139952800001e-07,8.016602076967737e-07
1602,6005.005,7735.132,7724.816999999999,2.6083665242200003e-06,9.635803306868758e-08
1603,3644.647,4646.019,4625.445,5.662807112500001e-07,1.254835851689125e-06
1604,2887.0209999999997,11717.62,11720.47,1.244736871e-07,1.3131269078883904e-08
1605,2912.941,5278.306,5258.651,2.959863569e-06,9.09655438960093e-07
1606,5191.322,7252.918000000001,7242.561,6.197612944999999e-07,4.467981067194352e-08
1607,2008.15,7823.717,7827.641,1.1618506901000002e-06,1.964945261849812e-07
1608,5192.598,7320.302,7326.246999999999,1.75511093033e-06,4.727848456182306e-08
1609,2660.1090000000004,4103.818,4124.33,7.3326768001e-06,4.550312504775779e-07
1611,5430.819,7322.611999999999,7318.427,1.8961534131e-07,2.1408558372396594e-07
1613,4984.818,6711.169,6701.883000000001,6.225722413e-07,1.6749957980440823e-07
1614,4596.332,6519.389,6508.799,7.308917832199999e-07,7.569983855195601e-08
1615,5594.066,7643.093000000001,7638.842,4.071727428199e-06,2.0611375780913347e-07
1616,4585.12,8473.381,8486.018,5.0024827781e-07,7.56375075214893e-08
1617,4566.077,5784.071999999999,5773.472,2.9770633280000002e-06,1.9388890026417423e-07
1619,5715.838000000001,7570.575,7576.1230000000005,1.579358470882e-06,4.561031842020592e-08
1620,4542.643,8163.854,8170.159000000001,2.5990646033e-06,8.423524196613147e-08
1621,4829.0779999999995,8003.465,8007.568,3.0253742227099997e-06,6.482116907279289e-08
1622,3297.985,7938.295,7932.129,7.150221163000002e-07,1.3152647771829743e-07
1623,4283.071,6520.437,6515.255,1.454965066e-07,2.114659702917766e-07
1624,4930.325,6922.732,6917.27,9.90741818712e-06,1.6338972641967745e-07
1625,4265.388,6112.630999999999,6107.469,2.585762706e-07,5.0249004870029505e-08
1627,4952.634,10402.91,10399.55,8.358192480699999e-07,4.3279270664858964e-08
1628,5601.02,5461.079000000001,5624.882,1.659481668886293e-06,6.128836716574636e-07
1629,5727.713000000001,9081.527,9073.53,1.18808498038e-06,3.0918574794137735e-08
1630,4491.559,6174.656999999999,6166.771,7.481959285e-07,1.2396724731923778e-07
1632,4829.815,7495.094,7479.246999999999,1.4066564043e-07,1.1380864657275982e-07
1633,6018.866999999999,8272.568000000001,8267.826,6.1463289054e-07,6.911520449373371e-08
1634,4570.958,5108.0740000000005,5096.696,5.909317927900004e-07,1.211743806760668e-07
1635,2970.3109999999997,3721.85,3687.683,1.93330821234e-05,9.743119921184768e-07
1636,4245.3,7614.880999999999,7610.821999999999,8.99131649805e-06,2.321058325652083e-07
1637,4639.170999999999,7037.685,7030.9580000000005,7.1565074816e-06,1.5534982509295318e-07
1638,5381.67,11192.58,11200.04,3.4369622449770004e-07,2.7059841126106614e-08
1640,3378.155,7470.184,7481.339,6.721526250000001e-08,4.918574197144161e-08
1641,3047.32,4150.412,4159.525,8.935179559999999e-07,4.823858871496242e-06
1643,4370.759,6467.6669999999995,6460.23,1.994332664e-07,1.000071983235318e-07
1644,5139.691,10206.08,10202.64,5.758357076800001e-07,2.8446293541840964e-08
1645,3657.86,6294.8240000000005,6314.429,1.7228930434000004e-06,9.165405895460294e-08
1646,3293.067,3930.741,3918.027,1.4768469025e-06,1.3938907141937642e-06
1647,3243.7929999999997,8336.673,8356.588,2.68889659e-08,1.7218870748790567e-08
1648,4089.587,4284.492,4267.987,4.825384407400448e-06,4.253861163101433e-07
1649,4806.749,7971.446,7988.297,1.9400182229000003e-07,5.868077259957479e-07
1651,3817.15,7549.156999999999,7544.078,1.89343436633e-06,9.910487525417533e-08
1652,3347.223,6841.27,6854.255999999999,1.161562367e-07,1.2966405695039252e-07
1653,3965.776,5267.206,5243.75,7.666201582e-06,6.904125564408654e-07
1654,5542.93,9411.780999999999,9396.825,3.5638846783e-06,6.153097017371356e-08
1655,6324.507,7988.602,7970.99,1.314538914367e-06,2.9544491371473235e-08
1656,4959.019,4675.183,4965.151,4.045232414140003e-06,7.955243120697045e-08
1657,6261.6759999999995,8601.083,8593.556,6.53088268e-09,1.8741133349766066e-07
1659,4866.472,9421.676,9428.243,1.58962007211e-06,3.0347557106934736e-08
1660,7807.312,8489.417,8507.885,1.55190072764e-06,6.979727438913124e-08
1661,5353.842,6373.536999999999,6366.765,8.079232984452001e-06,9.221468968278424e-08
1662,4708.087,6192.484,6202.5509999999995,1.7783051751e-06,1.4291888077806715e-07
1663,5406.275,6265.789000000001,6279.751,7.285147966430003e-07,2.442392823995995e-07
1664,6240.496,7250.549,7240.834,4.100317747000039e-09,1.1341588862003779e-08
1665,4123.22,4970.039000000001,4942.486,4.4829006589299985e-06,9.14918994956818e-07
1667,4673.795999999999,6267.75,6262.7119999999995,2.0676692637062003e-06,1.6416787281636406e-07
1668,6179.54,11661.2,11658.3,2.4077730356584e-07,8.286993366708174e-09
1669,3472.047,6053.189,6077.379,6.2194212347e-06,8.397800020638467e-07
1670,4231.251,11464.89,11461.25,1.7679266656818003e-07,1.463702073039456e-08
1671,5218.692,9103.983,9098.383,2.7196734029e-07,1.7669426157212483e-07
1673,4076.118,7206.191,7200.733,3.3108210799999994e-07,1.2189325523743839e-07
1674,4553.0109999999995,8179.214,8173.83,1.0339042351369199e-06,2.889800007971131e-08
1676,3747.086,4177.34,4164.585999999999,1.5329160792000003e-06,2.0929842277802293e-06
1678,4719.917,7083.644,7103.969,1.1093799385999999e-07,1.741213217267076e-07
1679,4697.907999999999,7089.896,7083.806,3.3335850843000004e-07,9.998221749344727e-08
1680,5068.331,4773.689,5050.237,1.1769380760003125e-07,5.3399017156059265e-08
1681,3645.1890000000003,5237.335999999999,5231.53,9.849330786e-07,3.801549134217365e-07
1682,4358.4529999999995,4869.682,4882.0070000000005,4.3331030700000775e-06,4.304714179087578e-07
1683,4826.343,7537.673000000001,7548.315,1.1664056712999999e-07,1.3597459016324524e-07
1684,5601.878000000001,5752.972,5732.473000000001,1.3340856156002777e-06,3.3378094092968487e-07
1685,5013.656,6113.326,6096.172,1.678804290000001e-08,1.1976894737550152e-07
1686,4301.514,7001.245,6994.05,7.078111674e-07,7.805941912516452e-08
1687,4383.793,6251.279,6221.161999999999,7.822720627e-07,5.46399593379937e-08
1689,6619.734,7817.931,7827.399,2.8764534585917997e-06,1.1193825279241113e-07
1690,6216.016,7115.2880000000005,7110.14,1.629366455869e-05,3.1447252564070084e-07
1691,4181.148,8115.036999999999,8104.425,2.83716671e-08,4.1140910679552566e-08
1692,6044.516,7791.956,7773.8009999999995,6.900729402e-07,2.0631036996472736e-08
1693,3182.073,4213.407,4201.028,1.86963234e-07,8.639772284230881e-07
1694,3554.03,4046.295,4038.01,1.3900425710000042e-07,1.9439123703439226e-07
1695,7585.964,9491.369,9497.110999999999,6.370626834419999e-06,1.8883514810963927e-07
1696,3650.7340000000004,7047.076,7034.398,3.375620227100001e-06,1.0712267627318238e-07
1698,2730.633,4296.948,4282.986,1.142760456e-06,6.45614258495432e-07
1699,4920.588,8830.954,8825.548,8.276440991e-07,1.8776882753574292e-08
1700,5707.719,6831.665,6820.133000000001,3.066504450292e-06,1.5675724466918302e-07
1701,2247.261,8971.497,8977.894,3.9846445714e-06,7.446634824540142e-08
1702,5274.266,7284.972,7290.7119999999995,4.218026432846e-06,1.2161120894228961e-07
1703,4565.374,6873.009,6880.852,5.200293964e-07,2.474030330912957e-08
1704,2176.599,5860.78,5882.848000000001,2.6283246000000003e-08,6.168019509440187e-08
1705,6267.026999999999,6646.172,6660.963000000001,2.7626659922577823e-06,1.4438579309250555e-07
1707,5394.895,9818.565,9813.026,1.6526683939719998e-06,2.631336695585513e-08
1708,4354.869000000001,5602.642,5626.279,2.104023913449e-05,4.295283878386008e-07
1709,3397.7270000000003,10486.47,10489.37,7.498940141959999e-06,1.0683778206355523e-07
1711,3198.244,5192.1990000000005,5198.9890000000005,4.4355772499999986e-08,2.73250456663498e-07
1712,4645.915,6851.585999999999,6838.456999999999,1.4287132037664199e-06,1.7252332062693714e-07
1713,2819.091,8543.817,8525.273000000001,1.13524946893e-05,2.1694986278264738e-07
1716,2732.313,6185.736,6161.670999999999,5.26721282e-07,2.2342522290486898e-07
1717,5566.918000000001,6802.995,6814.344,2.32122031342e-07,1.0100598241840123e-07
1718,5520.438,7339.071,7346.48,3.213444801980001e-06,4.8879373914811154e-08
1720,4663.657999999999,5967.35,5952.418000000001,1.11543150781e-06,2.116393026037125e-07
1721,6459.545,6524.857,6536.396,3.62935688924271e-08,1.9450005587203894e-07
